jogador_id,steam_id,rank_atual
230,76561198389228766,9
231,76561198263022396,9
232,76561198072374736,9
233,76561198344406653,8
234,76561198171531549,8
235,76561198373773060,8
236,76561197991566827,7
237,76561198169919779,6
238,76561198109317615,8
239,76561198322850484,8
240,76561198219807356,7
241,76561198353637970,7
242,76561198021633158,15
243,76561198031889576,15
244,76561198133813441,16
245,76561198024392667,15
246,76561197974583287,16
247,76561197981427296,16
248,76561198166966265,16
249,76561198026413698,15
250,76561198035532102,15
251,76561198252651356,14
252,76561198354863279,13
253,76561198107577184,14
254,76561198232256732,14
255,76561198304422673,12
256,76561198130877966,14
257,76561198362206489,14
258,76561198257294768,7
259,76561198063076991,6
260,76561198170920159,7
261,76561198122222112,7
262,76561198270995083,6
263,76561198312534431,8
264,76561198129940422,7
265,76561198185184807,7
266,76561197999642543,7
267,76561198264072304,7
268,76561198163229386,9
269,76561198342010381,6
270,76561197973138976,9
271,76561198200132158,9
272,76561198351614009,9
273,76561198218888429,9
274,76561198121019442,10
275,76561198222563524,8
276,76561197999332903,16
277,76561198245589784,16
278,76561198147749232,17
279,76561198027850451,16
280,76561198119795750,16
281,76561198033726681,16
282,76561198077509195,16
283,76561198088928205,17
284,76561198201799507,16
285,76561198097615717,16
286,76561198003667688,16
287,76561198152231317,15
288,76561198077146355,15
289,76561198009922492,15
290,76561198094856743,16
291,76561198016390326,16
292,76561198076168482,16
293,76561198078429530,16
294,76561198095235971,15
295,76561198134384106,8
296,76561198333438042,10
297,76561198304903781,9
298,76561198090574432,11
299,76561198220025921,11
300,76561198180149139,11
301,76561198371316136,10
302,76561198071511774,10
303,76561198264656375,7
304,76561198355601227,8
305,76561198144008861,8
306,76561198154725227,9
307,76561198376957828,9
308,76561198245244606,9
309,76561198256081481,7
310,76561198295573954,9
311,76561198302744288,9
312,76561198347056768,9
313,76561198146510232,8
314,76561198333336995,9
315,76561198097938506,7
316,76561198068810923,9
317,76561198126035743,7
318,76561198328235094,9
319,76561198319726966,10
320,76561198140381037,9
321,76561198092560478,7
322,76561198292782527,15
323,76561198277512604,15
324,76561198238039218,16
325,76561198066982267,15
326,76561198084499084,15
327,76561198025410767,16
328,76561198167454721,15
329,76561198137409357,15
330,76561198377469205,14
331,76561198141811583,15
332,76561198505695774,8
333,76561197987779161,8
334,76561198050911985,9
335,76561198201226531,8
336,76561198240900414,8
337,76561198273215840,8
338,76561198008906339,6
339,76561198143322388,8
340,76561198322385748,8
341,76561198197075883,9
342,76561198217364244,8
343,76561198364924235,8
344,76561198178182678,8
345,76561198113349550,7
346,76561198084363685,8
347,76561198360088421,0
348,76561198323615998,9
349,76561198129930965,9
350,76561197961944679,9
351,76561198112707955,9
352,76561198156108606,11
353,76561198157335356,12
354,76561198117586615,12
355,76561198033438791,12
356,76561198099119039,12
357,76561198129970546,10
358,76561197984617865,12
359,76561198201456834,12
360,76561198084382823,10
361,76561198205911309,9
362,76561197987903016,9
363,76561198056195969,7
364,76561198056925937,10
365,76561197965194822,9
366,76561198024241170,7
367,76561198163038482,10
368,76561197974241783,7
369,76561197987336619,12
370,76561198096114221,11
371,76561198061650770,10
372,76561198349017971,11
373,76561197984482986,12
374,76561198305388569,9
375,76561198258552496,11
376,76561198088465815,12
377,76561198070531744,10
378,76561198053846243,9
379,76561198197097499,13
380,76561198315654843,13
381,76561198365473584,14
382,76561198044004958,14
383,76561198103941966,14
384,76561198005535821,13
385,76561198066505569,14
386,76561198067952904,14
387,76561198180939227,14
388,76561197961117490,18
389,76561198411843682,16
390,76561198347640265,8
391,76561198390174594,16
392,76561198196928563,9
393,76561198096666401,12
394,76561198412008093,16
395,76561198395795778,14
396,76561198309857202,16
397,76561198071754439,12
398,76561197999037744,12
399,76561198245906618,12
400,76561198158784734,11
401,76561198097208546,12
402,76561198274632753,11
403,76561198335115457,13
404,76561198057212262,12
405,76561198335590035,12
406,76561198092207394,12
407,76561198026139581,12
408,76561197983136368,11
409,76561198142727779,10
410,76561197995568813,10
411,76561198116192742,9
412,76561198373328131,12
413,76561198066167314,13
414,76561198128151689,9
415,76561198180285861,13
416,76561198115016035,12
417,76561198162254307,10
418,76561198210481695,12
419,76561198047040623,11
420,76561198199851837,12
421,76561198121582878,12
422,76561198008092824,9
423,76561198271380640,12
424,76561198297053094,11
425,76561198049219085,14
426,76561198122760494,13
427,76561198261232921,13
428,76561198173554023,12
429,76561198247130530,13
430,76561198083894719,12
431,76561198138564083,13
432,76561198145383188,13
433,76561198055564328,11
434,76561198259513896,13
435,76561198309499001,13
436,76561198282412790,12
437,76561198015694589,14
438,76561198107158356,13
439,76561198156680775,11
440,76561198042666737,12
441,76561198097158051,13
442,76561198148375271,12
443,76561198217335112,9
444,76561198262014930,8
445,76561198260186400,8
446,76561198196135767,9
447,76561198312240730,9
448,76561198007749044,9
449,76561198320897666,9
450,76561198260980080,9
451,76561198258680093,9
452,76561198169808495,8
453,76561198041952389,12
454,76561197998733433,13
455,76561198095990050,12
456,76561198117520595,13
457,76561198162573421,13
458,76561198031734264,12
459,76561198070799011,13
460,76561198024675616,13
461,76561198102773539,14
462,76561198314461603,13
463,76561198282898421,12
464,76561198165887788,15
465,76561198010726799,14
466,76561198259646277,14
467,76561198307578531,13
468,76561198244041900,15
469,76561198083490560,16
470,76561198153761761,14
471,76561198273165591,15
472,76561198211825685,8
473,76561198105482068,9
474,76561197989921766,8
475,76561198046860610,8
476,76561198198077539,8
477,76561198080450212,9
478,76561198351566649,8
479,76561198277628553,8
480,76561198218285351,12
481,76561198027701306,14
482,76561198136930860,10
483,76561197971634265,13
484,76561198500828076,11
485,76561198286247063,11
486,76561198058218506,13
487,76561198154876675,10
488,76561198331655992,10
489,76561198317036677,12
490,76561198049825612,9
491,76561198351970085,8
492,76561198115889577,9
493,76561198287952829,9
494,76561198041539273,9
495,76561198320321125,9
496,76561198103161129,9
497,76561198324350955,8
498,76561198234094956,9
499,76561198071903634,15
500,76561198257680268,15
501,76561198069911926,15
502,76561198093217073,16
503,76561198340394167,14
504,76561198075346405,16
505,76561198026378288,15
506,76561198010424180,16
507,76561198135844750,14
508,76561198162090745,11
509,76561198203831271,13
510,76561198273962674,13
511,76561198057256997,13
512,76561198083280914,11
513,76561198181334318,12
514,76561198271873925,13
515,76561198268643206,12
516,76561198066317190,12
517,76561198089041153,11
518,76561198351364867,6
519,76561198414606641,0
520,76561198404021902,12
521,76561198360374468,11
522,76561198035344213,11
523,76561198395557630,11
524,76561197967729203,12
525,76561198379026549,11
526,76561198116645372,9
527,76561198258350518,11
528,76561198016696018,0
529,76561198060633517,9
530,76561198025933652,9
531,76561198385481594,12
532,76561198033063153,13
533,76561198046232126,14
534,76561198164036242,14
535,76561198090803255,14
536,76561198181882626,15
537,76561197993026198,15
538,76561198046018041,15
539,76561198054178989,15
540,76561198048012406,15
541,76561198078204991,15
542,76561198286334553,12
543,76561198056917973,12
544,76561198272153000,13
545,76561198158877633,10
546,76561198361331387,13
547,76561198259956828,13
548,76561198178704799,13
549,76561198377521550,12
550,76561198188382446,10
551,76561198280393439,13
552,76561198043489577,15
553,76561198086233264,12
554,76561198168699351,11
555,76561198213441832,14
556,76561198176890349,13
557,76561198254084819,13
558,76561197975648030,13
559,76561198048297052,13
560,76561198081495870,7
561,76561198404316333,8
562,76561198401782393,7
563,76561198118533003,7
564,76561198407572164,7
565,76561198136627473,6
566,76561198170599294,8
567,76561198396536019,6
568,76561198376278983,7
569,76561198176827283,15
570,76561198064813865,14
571,76561198173133774,15
572,76561198111368430,14
573,76561198029861453,14
574,76561198108093158,15
575,76561198330012696,15
576,76561198201977975,14
577,76561198106077508,14
578,76561198277494693,0
579,76561198192686265,12
580,76561198258147218,14
581,76561198320107932,10
582,76561198286208633,13
583,76561198286758121,13
584,76561198310865963,14
585,76561198170466949,11
586,76561198186506871,12
587,76561198313450626,8
588,76561198093554849,8
589,76561198346538905,12
590,76561198136478389,12
591,76561198265326253,14
592,76561198338249178,10
593,76561198106534360,8
594,76561198274125495,10
595,76561198277610844,11
596,76561198067534821,7
597,76561198314944062,9
598,76561197976825771,10
599,76561198263074341,12
600,76561198120648825,9
601,76561198185246777,8
602,76561198117374225,10
603,76561198267627378,12
604,76561198104899455,10
605,76561198216795148,9
606,76561198399170408,7
607,76561198026562737,8
608,76561198094691109,7
609,76561198272532032,8
610,76561198411097190,8
611,76561198255678975,7
612,76561197970541716,7
613,76561198352816910,8
614,76561198117916418,7
615,76561198282639944,9
616,76561198388246513,11
617,76561198243727468,0
618,76561198367311872,13
619,76561198376752383,13
620,76561198173503747,11
621,76561198101908730,13
622,76561198320775734,12
623,76561198262818304,0
624,76561198347189514,13
625,76561198390246135,14
626,76561198273014095,13
627,76561198061520031,13
628,76561198159245677,13
629,76561198202187526,13
630,76561198040012051,13
631,76561198360928750,12
632,76561198151554286,13
633,76561198162477560,13
634,76561198128549161,13
635,76561197979772318,13
636,76561198385286005,9
637,76561198314623453,10
638,76561198295251321,9
639,76561198229019664,9
640,76561198167541435,6
641,76561198334411310,10
642,76561198322317350,11
643,76561198097008118,9
644,76561198115840526,10
645,76561198158615419,9
646,76561198320915106,10
647,76561198057844686,10
648,76561198261026325,12
649,76561198359485055,10
650,76561198204766729,11
651,76561198172918237,12
652,76561198367555158,12
653,76561198036336873,13
654,76561198082045091,11
655,76561198034068025,11
656,76561198126696303,13
657,76561198101762264,13
658,76561198171306534,12
659,76561198331671711,11
660,76561198343358595,0
661,76561198405175532,9
662,76561198394898864,9
663,76561198399836013,7
664,76561198114362004,8
665,76561198401902802,7
666,76561198345301664,8
667,76561198315914125,9
668,76561198025371707,12
669,76561198098717320,13
670,76561198029793031,13
671,76561198303641902,11
672,76561198029714273,12
673,76561198075563909,13
674,76561198201213226,11
675,76561198132501798,12
676,76561197983202794,16
677,76561198008392476,17
678,76561198158453182,16
679,76561197978965224,17
680,76561198080464138,16
681,76561197989118142,16
682,76561197993885180,17
683,76561198015569657,17
684,76561198136053121,16
685,76561197972477284,16
686,76561198285208184,11
687,76561198137060734,13
688,76561197977477413,11
689,76561198193523730,11
690,76561197999211210,13
691,76561198140049796,12
692,76561198136313971,11
693,76561198150237470,12
694,76561198002399175,13
695,76561198361605124,13
696,76561198142767034,9
697,76561198369903711,8
698,76561198044470868,6
699,76561198352176328,9
700,76561198202829035,8
701,76561198032407870,9
702,76561198027043595,9
703,76561198154702561,7
704,76561198401341874,7
705,76561198026637799,9
706,76561198165523472,10
707,76561198278164108,11
708,76561198085711247,11
709,76561198156017224,1
710,76561198307287184,11
711,76561198271644051,2
712,76561198040453915,10
713,76561198156078911,1
714,76561198244437064,2
715,76561198396263846,8
716,76561198288936181,11
717,76561198138234100,9
718,76561198218694372,9
719,76561198400037799,7
720,76561198097276438,9
721,76561198267696867,9
722,76561198151483054,9
723,76561198137106660,11
724,76561198158407064,16
725,76561198328917357,9
726,76561198234954276,9
727,76561198159041502,13
728,76561198306365220,12
729,76561198220680441,12
730,76561198330025952,13
731,76561198381644379,13
732,76561198025301818,12
733,76561198393317471,13
734,76561198209413469,11
735,76561198287225739,13
736,76561198134750887,13
737,76561198248967678,13
738,76561198065358951,13
739,76561198256102210,13
740,76561198129750863,12
741,76561198307833044,11
742,76561198044588761,13
743,76561198119231759,11
744,76561198178950777,12
745,76561198290289515,11
746,76561198274241592,9
747,76561198413216924,0
748,76561198369427260,10
749,76561198204060507,9
750,76561198122538986,10
751,76561198097291395,10
752,76561198373044773,10
753,76561198391145115,11
754,76561198271592151,0
755,76561198259062245,12
756,76561198376912453,12
757,76561198108009388,12
758,76561198045027494,12
759,76561198072945835,12
760,76561198056165293,10
761,76561198321805153,10
762,76561198120043730,10
763,76561198159006794,10
764,76561198107949630,11
765,76561198120296440,8
766,76561198339677808,9
767,76561198080849199,8
768,76561198252584168,6
769,76561198275875931,13
770,76561198062438980,14
771,76561198165446767,14
772,76561198273483344,14
773,76561198086068658,13
774,76561198022810052,15
775,76561197998694956,12
776,76561198170631263,14
777,76561198238918896,13
778,76561198340346186,7
779,76561198125654826,5
780,76561198139187803,8
781,76561198232635956,9
782,76561198283337466,8
783,76561198367626942,8
784,76561198362346049,8
785,76561198316135805,8
786,76561198162929921,8
787,76561198086722398,7
788,76561197982724574,16
789,76561198123860308,16
790,76561198308933191,15
791,76561198027580962,16
792,76561198010916583,16
793,76561198055613323,14
794,76561198398907728,16
795,76561198398065813,16
796,76561198400807180,16
797,76561198025720245,16
798,76561198141620263,9
799,76561197960338089,15
800,76561198162100759,16
801,76561198043855551,15
802,76561198198133654,10
803,76561198272546129,13
804,76561197962700494,16
805,76561198275524971,17
806,76561198229701752,16
807,76561197960365290,13
808,76561198159402850,9
809,76561198013879729,13
810,76561197960621802,12
811,76561198054164023,12
812,76561198106307138,12
813,76561198121862709,10
814,76561198364082220,8
815,76561198047953325,9
816,76561198005010318,7
817,76561198136756225,11
818,76561198259095958,9
819,76561198129438369,9
820,76561198306303298,9
821,76561198228247336,7
822,76561198000566304,7
823,76561198267722790,5
824,76561197991300573,10
825,76561198095191610,5
826,76561198140508433,7
827,76561198159683211,8
828,76561198115942889,8
829,76561197984070490,8
830,76561198071815284,9
831,76561198069774163,10
832,76561198068766505,8
833,76561198034991732,10
834,76561198075953855,10
835,76561198021383627,9
836,76561198087114739,10
837,76561198051935509,7
838,76561198081647334,4
839,76561197979945083,10
840,76561198067129530,12
841,76561198041338282,0
842,76561198219551523,10
843,76561198192048041,10
844,76561198100601368,8
845,76561198149765709,9
846,76561198138250334,10
847,76561198279538048,11
848,76561198115467219,9
849,76561198337951914,10
850,76561198076372101,10
851,76561198077725491,10
852,76561197960657663,9
853,76561198217304932,9
854,76561198097522821,10
855,76561198124309708,10
856,76561198376700606,8
857,76561198126693985,10
858,76561198342845211,11
859,76561197995513721,8
860,76561198000802343,10
861,76561198200309253,13
862,76561198354864851,11
863,76561198037676079,13
864,76561197976151555,14
865,76561198241501172,15
866,76561198088275453,13
867,76561198236147784,13
868,76561198123978186,13
869,76561198303920281,14
870,76561198042397018,13
871,76561198235336312,12
872,76561198113386942,12
873,76561198061013450,12
874,76561198068705444,12
875,76561198068466018,11
876,76561198081052806,13
877,76561198061432075,12
878,76561198210943537,12
879,76561197982169130,12
880,76561198152462584,12
881,76561198106607980,10
882,76561198179440443,10
883,76561198078386173,10
884,76561198332622118,10
885,76561198086310981,10
886,76561198145371187,8
887,76561198016755856,10
888,76561198355863613,10
889,76561198076504807,10
890,76561198127885909,11
891,76561197983154765,11
892,76561198152815945,11
893,76561198251742368,11
894,76561198081854788,10
895,76561198129143311,12
896,76561198078226164,12
897,76561198314165794,11
898,76561197983275437,11
899,76561198086073387,11
900,76561198306951244,11
901,76561198362354542,10
902,76561198295366311,11
903,76561198064824533,11
904,76561198183850019,11
905,76561198107662659,11
906,76561198071234408,11
907,76561198125049991,14
908,76561198090171024,8
909,76561198318381873,12
910,76561198078682846,11
911,76561198119073008,11
912,76561198033779178,11
913,76561198012613216,10
914,76561197994500135,12
915,76561197993282442,12
916,76561198143468792,16
917,76561198283400912,13
918,76561198137821188,15
919,76561197962139181,15
920,76561198185235007,16
921,76561198244122286,16
922,76561198282536704,15
923,76561198016965764,15
924,76561198264912464,15
925,76561198238845468,9
926,76561198192874915,7
927,76561198115967393,10
928,76561198276251848,7
929,76561198169780039,7
930,76561198147645331,10
931,76561198157864927,9
932,76561198080395077,10
933,76561198367644078,10
934,76561198200596266,8
935,76561198202646915,13
936,76561198202259230,10
937,76561198147061092,13
938,76561198137157722,13
939,76561198154563960,13
940,76561198357465165,13
941,76561198007049483,13
942,76561198120968309,13
943,76561198245394310,15
944,76561198046027047,0
945,76561198145517985,14
946,76561198060813127,14
947,76561198074569379,13
948,76561198282930531,13
949,76561198177458831,14
950,76561198111903984,13
951,76561198119829982,13
952,76561198079562933,13
953,76561198093078274,16
954,76561197986940223,13
955,76561198077980045,14
956,76561198180116511,15
957,76561198095819573,15
958,76561198274682562,15
959,76561198329429828,14
960,76561198108099010,16
961,76561197970263527,0
962,76561198127012054,10
963,76561198356060731,9
964,76561198138661286,7
965,76561198363036913,10
966,76561198348892950,10
967,76561198139979274,10
968,76561198349130402,10
969,76561198273043335,8
970,76561198160176347,7
971,76561198128679703,8
972,76561198305400200,8
973,76561198135850588,8
974,76561198166493142,7
975,76561198377519820,7
976,76561198083744385,5
977,76561198292322946,15
978,76561198245407210,15
979,76561198066712388,15
980,76561198172180594,15
981,76561197987001900,17
982,76561198071869131,16
983,76561198153175090,15
984,76561198166019871,16
985,76561198101427711,15
986,76561198134449724,15
987,76561198336301846,9
988,76561198344354020,10
989,76561198356710687,10
990,76561198382932128,10
991,76561198320608904,10
992,76561198093032074,10
993,76561198289505600,11
994,76561197990370455,10
995,76561198340932319,9
996,76561197991910696,12
997,76561197979543429,12
998,76561198195592782,11
999,76561197969756459,11
1000,76561198040598179,11
1001,76561198052547531,12
1002,76561198073389530,12
1003,76561198255951508,11
1004,76561198030970677,10
1005,76561198000461313,11
1006,76561198307205737,8
1007,76561198166584862,8
1008,76561198348123679,8
1009,76561198140579151,7
1010,76561198199070657,9
1011,76561198131033588,6
1012,76561198268297925,8
1013,76561198376252239,8
1014,76561197982754474,13
1015,76561198034653182,14
1016,76561198274073110,13
1017,76561198118205744,13
1018,76561198119327839,11
1019,76561198019718896,12
1020,76561197962412343,12
1021,76561198147748842,13
1022,76561197993614843,14
1023,76561198143193220,12
1024,76561198173199755,12
1025,76561198276748121,12
1026,76561198332892804,12
1027,76561198213082775,12
1028,76561198043562807,12
1029,76561198091043984,12
1030,76561198028623402,12
1031,76561198155766559,12
1032,76561198070741223,10
1033,76561198253311456,9
1034,76561198190435329,8
1035,76561198041715361,9
1036,76561198141423088,8
1037,76561198057356497,9
1038,76561198329345636,9
1039,76561198194621843,9
1040,76561198018621156,9
1041,76561198219671409,10
1042,76561198116163338,11
1043,76561198007407043,11
1044,76561198207213663,11
1045,76561198068081707,11
1046,76561198047224329,11
1047,76561198359575133,10
1048,76561197994583352,10
1049,76561198148853153,10
1050,76561198233239148,10
1051,76561198182968422,10
1052,76561198334771378,11
1053,76561198175822826,10
1054,76561198141634628,11
1055,76561198075451175,9
1056,76561198236472522,8
1057,76561198319539045,15
1058,76561198118107275,15
1059,76561198053232350,16
1060,76561197982927403,15
1061,76561198169953950,15
1062,76561198079575759,15
1063,76561198043489957,14
1064,76561197989896089,16
1065,76561198157037366,15
1066,76561198151642365,15
1067,76561198053734769,8
1068,76561198158133802,11
1069,76561198294645154,10
1070,76561198275015619,5
1071,76561198124045152,11
1072,76561198033540813,13
1073,76561198302331165,9
1074,76561198074340508,10
1075,76561198033211184,9
1076,76561198269000606,10
1077,76561198306564163,10
1078,76561198210748881,6
1079,76561197991879447,9
1080,76561197978862684,11
1081,76561198394518541,9
1082,76561197993659215,10
1083,76561198016337739,13
1084,76561198094681081,14
1085,76561198155526308,13
1086,76561198181449793,13
1087,76561198163052327,13
1088,76561198217566420,13
1089,76561197994067604,12
1090,76561198211101831,12
1091,76561198282046140,13
1092,76561198138295904,13
1093,76561198012081073,12
1094,76561198022888404,13
1095,76561198365452845,13
1096,76561198077762422,11
1097,76561198313673338,10
1098,76561198166382531,10
1099,76561198261690783,10
1100,76561198277604471,10
1101,76561198276441645,10
1102,76561198212589665,10
1103,76561198376443139,10
1104,76561198315949280,10
1105,76561198126493778,13
1106,76561198254554498,15
1107,76561198234107352,14
1108,76561198325067009,14
1109,76561198255738723,15
1110,76561198362256432,15
1111,76561198195795397,13
1112,76561198296988571,13
1113,76561198314096634,13
1114,76561198131644705,13
1115,76561198177179815,13
1116,76561198231582804,12
1117,76561197994418494,13
1118,76561198082674604,11
1119,76561198193473602,12
1120,76561198298976021,14
1121,76561198066317927,12
1122,76561197968288408,13
1123,76561198005609201,13
1124,76561198310519253,14
1125,76561197991265977,8
1126,76561198096865460,15
1127,76561197990680618,16
1128,76561198010422933,12
1129,76561198411766851,15
1130,76561198299487774,14
1131,76561198041885454,16
1132,76561198305342763,15
1133,76561197995954725,11
1134,76561198214077216,14
1135,76561198361780975,16
1136,76561198246582480,15
1137,76561198264174024,16
1138,76561198196155171,15
1139,76561198074314059,10
1140,76561198142147403,11
1141,76561197975565270,12
1142,76561198149353470,11
1143,76561198117901514,11
1144,76561198073725116,11
1145,76561198120369547,10
1146,76561198149403591,10
1147,76561198050723127,10
1148,76561198072492149,15
1149,76561198081833567,15
1150,76561198262806377,15
1151,76561198263000507,16
1152,76561198169293731,14
1153,76561197973717573,16
1154,76561198282655388,16
1155,76561197986445160,15
1156,76561198049095783,13
1157,76561198095168747,16
1158,76561198217809721,12
1159,76561198025217014,13
1160,76561198120808857,0
1161,76561198055229840,12
1162,76561198053353937,11
1163,76561198065605871,12
1164,76561198367573761,12
1165,76561198123056713,12
1166,76561197995069759,13
1167,76561198199319723,12
1168,76561197979010139,13
1169,76561198300358357,12
1170,76561198273574814,11
1171,76561198085915993,13
1172,76561198344201881,12
1173,76561198280670646,13
1174,76561198010687315,14
1175,76561198181561430,13
1176,76561198097612731,13
1177,76561198298033102,15
1178,76561198350435201,15
1179,76561198312601771,16
1180,76561198264115887,15
1181,76561198088704127,15
1182,76561198171074250,15
1183,76561198279547695,8
1184,76561198200506822,8
1185,76561198180011477,8
1186,76561198134963750,9
1187,76561198203259602,8
1188,76561198287673591,7
1189,76561198071999077,9
1190,76561198258912909,8
1191,76561198358829983,8
1192,76561197963540256,11
1193,76561198074904016,12
1194,76561198081894984,12
1195,76561198120672186,13
1196,76561197979285182,12
1197,76561197992682385,11
1198,76561198086832903,13
1199,76561198094604241,12
1200,76561197993403306,12
1201,76561198068146264,16
1202,76561198037209671,16
1203,76561198200250251,16
1204,76561198282459364,12
1205,76561198073215834,12
1206,76561198057778007,13
1207,76561198068536694,15
1208,76561198258265035,13
1209,76561198142266732,13
1210,76561198137365110,13
1211,76561197983694463,13
1212,76561198303875717,13
1213,76561198020822772,11
1214,76561197983780000,12
1215,76561198010639012,12
1216,76561198029671768,12
1217,76561198162433322,12
1218,76561198413833630,0
1219,76561198079218756,8
1220,76561198358491702,10
1221,76561198251724684,11
1222,76561198289262972,9
1223,76561198402817660,10
1224,76561198132735868,10
1225,76561198313293583,11
1226,76561198060749233,12
1227,76561198394309772,10
1228,76561198258834656,13
1229,76561198197158845,11
1230,76561198186821377,12
1231,76561198381557887,14
1232,76561198063315249,12
1233,76561198314566084,13
1234,76561198346685067,12
1235,76561198349920983,13
1236,76561198301111007,12
1237,76561198177154315,15
1238,76561198031909058,16
1239,76561198123922570,16
1240,76561198304318652,17
1241,76561198083912666,16
1242,76561198018669222,16
1243,76561198208870464,16
1244,76561198157212974,16
1245,76561198018563936,17
1246,76561198082226554,15
1247,76561198061504589,15
