mapa_id,nome
351,de_castle_alpha_544
352,surf_school_2024_540
353,de_ice_v3_518
354,ar_train_2024_554
355,cs_city_2025_85
356,ar_museum_fixed_57
357,de_anubis_2024_621
358,aim_mirage_remake_75
359,cs_vertigo_alpha_425
360,awp_cache_beta_344
361,cs_museum_classic_313
362,kz_jungle_ce_123
363,bhop_house_updated_435
364,de_airport_788
365,surf_desert_beta_737
366,awp_stadium_2025_923
367,surf_ice_ce_549
368,ar_nuke_test_829
369,cs_stadium_2025_240
370,de_bank_updated_389
371,aim_overpass_final_972
372,cs_desert_remake_218
373,de_house_2024_689
374,cs_port_108
375,kz_santorini_851
376,awp_dust_updated_390
377,awp_bunker_v2_874
378,aim_cache_v3_846
379,surf_ice_test_65
380,ar_anubis_2024_841
381,ar_desert_v2_280
382,surf_airport_v2_795
383,bhop_museum_final_187
384,awp_dust_fixed_676
385,aim_season_2025_978
386,fy_port_updated_882
387,surf_vertigo_2025_135
388,fy_airport_663
389,kz_nuke_classic_162
390,ze_office_fixed_488
391,cs_vertigo_updated_877
392,aim_factory_ce_18
393,kz_cobble_final_637
394,ze_nuke_2024_38
395,awp_ice_2024_139
396,aim_santorini_updated_720
397,ar_hospital_beta_880
398,de_tuscan_test_120
399,ze_port_ce_327
400,aim_factory_final_7
401,awp_nuke_final_605
402,ar_museum_2025_883
403,cs_stadium_updated_823
404,awp_school_remake_832
405,de_season_final_507
406,fy_anubis_110
407,fy_inferno_766
408,aim_stadium_fixed_688
409,bhop_ice_classic_32
410,kz_school_alpha_941
411,awp_inferno_test_463
412,bhop_office_ce_625
413,aim_mirage_ce_289
414,cs_tower_updated_239
415,ze_warehouse_v2_703
416,ze_nuke_ce_695
417,awp_airport_classic_156
418,cs_stadium_alpha_485
419,kz_museum_2025_214
420,bhop_jungle_fixed_558
421,aim_vertigo_test_163
422,cs_ancient_final_477
423,kz_nuke_test_300
424,surf_ancient_2025_808
425,ze_port_updated_885
426,surf_tower_pro_297
427,kz_cache_v2_764
428,kz_fire_v2_504
429,ze_ice_remake_125
430,awp_hospital_test_78
431,kz_cache_remake_254
432,surf_city_beta_294
433,aim_office_2024_746
434,ar_tower_562
435,aim_hospital_476
436,fy_fire_v3_451
437,awp_santorini_v2_925
438,de_castle_v2_532
439,aim_santorini_v2_118
440,bhop_ancient_alpha_506
441,ar_bunker_2025_45
442,awp_bunker_remake_196
443,aim_tower_v2_371
444,cs_cobble_2025_711
445,awp_dust_test_203
446,awp_anubis_2025_336
447,fy_factory_beta_101
448,surf_bridge_v3_64
449,kz_anubis_fixed_252
450,de_port_final_435
451,de_anubis_ce_130
452,kz_warehouse_beta_609
453,fy_fire_updated_98
454,awp_vertigo_pro_641
455,de_tower_test_76
456,cs_season_final_68
457,aim_jungle_ce_80
458,awp_santorini_ce_703
459,cs_cache_beta_548
460,aim_school_861
461,fy_overpass_pro_267
462,aim_vertigo_pro_991
463,de_desert_2024_28
464,kz_city_2024_99
465,cs_tuscan_beta_178
466,de_house_updated_605
467,ar_dust_fixed_971
468,fy_vertigo_pro_858
469,awp_ancient_2025_595
470,kz_house_final_207
471,bhop_school_alpha_989
472,de_jungle_2025_526
473,kz_airport_ce_689
474,ar_airport_2024_199
475,aim_house_921
476,de_mall_classic_333
477,de_mall_v2_93
478,awp_inferno_ce_316
479,de_stadium_v2_644
480,awp_vertigo_final_779
481,bhop_factory_beta_302
482,ar_vertigo_final_545
483,bhop_ice_2025_119
484,surf_school_v3_718
485,ze_tower_fixed_399
486,kz_castle_test_466
487,bhop_season_v3_700
488,surf_tower_942
489,kz_castle_remake_746
490,cs_season_updated_670
491,ze_train_updated_897
492,de_tuscan_v3_445
493,ar_factory_beta_442
494,aim_mall_v3_977
495,cs_office_v3_635
496,cs_inferno_alpha_232
497,ar_bank_2024_906
498,de_tuscan_classic_463
499,aim_office_pro_965
500,aim_ice_fixed_529
501,de_hospital_beta_600
502,de_mirage_final_24
503,ar_dust_test_416
504,surf_stadium_2025_829
505,cs_ancient_test_734
506,fy_cache_v3_170
507,ar_school_updated_908
508,bhop_tuscan_classic_54
509,awp_overpass_2024_651
510,bhop_house_remake_995
511,cs_nuke_ce_291
512,surf_vertigo_remake_249
513,de_train_pro_695
514,aim_cache_fixed_757
515,ar_airport_final_942
516,fy_desert_pro_420
517,awp_anubis_remake_509
518,kz_jungle_2024_422
519,ze_office_ce_57
520,surf_mirage_classic_924
521,awp_dust_fixed_330
522,ze_season_2025_384
523,ze_mirage_alpha_146
524,bhop_bank_v3_66
525,de_desert_2024_235
526,ar_office_v3_247
527,bhop_bank_fixed_329
528,surf_bunker_test_426
529,surf_port_alpha_733
530,ar_cache_v3_80
531,kz_mall_classic_636
532,fy_office_fixed_239
533,ze_stadium_v3_360
534,bhop_inferno_ce_687
535,surf_ancient_v2_691
536,ar_warehouse_pro_673
537,awp_port_v2_758
538,ze_castle_v3_844
539,ze_port_test_525
540,bhop_school_2025_821
541,bhop_santorini_2025_198
542,de_inferno_pro_793
543,surf_jungle_alpha_892
544,fy_season_classic_359
545,kz_tower_remake_539
546,surf_castle_v3_480
547,ar_airport_2025_398
548,cs_airport_640
549,surf_airport_updated_589
550,cs_dust_beta_647
551,ar_port_updated_628
552,bhop_bridge_beta_240
553,aim_warehouse_ce_994
554,fy_ice_fixed_902
555,bhop_hospital_beta_744
556,de_fire_pro_688
557,fy_mall_v3_398
558,ze_vertigo_classic_639
559,awp_ice_updated_620
560,kz_stadium_fixed_824
561,kz_cobble_v2_922
562,fy_train_fixed_736
563,fy_season_2025_318
564,de_ice_classic_555
565,ar_ice_2024_40
566,surf_school_remake_533
567,ar_castle_v2_30
568,ar_mirage_fixed_800
569,kz_office_classic_888
570,awp_jungle_fixed_824
571,bhop_warehouse_ce_240
572,surf_museum_v2_860
573,fy_desert_alpha_156
574,aim_castle_625
575,de_dust_classic_956
576,fy_port_ce_999
577,awp_mall_2025_651
578,ar_ice_ce_294
579,cs_airport_2025_556
580,ar_train_2025_932
581,surf_airport_remake_525
582,cs_fire_755
583,cs_tuscan_2024_844
584,kz_anubis_beta_928
585,fy_tower_v3_411
586,aim_dust_classic_454
587,bhop_bridge_test_748
588,ze_bridge_test_227
589,awp_house_v2_370
590,fy_stadium_updated_907
591,bhop_dust_467
592,fy_bunker_860
593,de_inferno_pro_527
594,kz_nuke_final_192
595,fy_dust_pro_729
596,ze_dust_final_460
597,de_bank_alpha_286
598,cs_city_fixed_652
599,fy_vertigo_test_144
600,de_mirage_fixed_608
601,ze_mirage_alpha_632
602,surf_nuke_pro_530
603,kz_city_ce_22
604,awp_desert_v3_430
605,awp_warehouse_remake_732
606,cs_nuke_pro_619
607,surf_tuscan_final_8
608,kz_tower_pro_224
609,kz_desert_v2_483
610,de_dust_fixed_197
611,aim_cobble_2024_835
612,surf_jungle_updated_128
613,ar_jungle_2025_483
614,ze_anubis_test_23
615,ze_ice_alpha_377
616,fy_factory_alpha_967
617,ze_dust_v3_755
618,awp_warehouse_2024_18
619,fy_castle_classic_502
620,fy_ice_v3_542
621,ze_season_classic_871
622,ze_factory_final_922
623,de_stadium_updated_458
624,fy_santorini_2024_416
625,kz_inferno_final_538
626,awp_train_pro_868
627,aim_ice_626
628,awp_santorini_updated_416
629,ar_bridge_pro_180
630,aim_train_fixed_360
631,aim_bank_final_591
632,ze_house_878
633,kz_santorini_alpha_357
634,kz_hospital_updated_554
635,cs_tower_2024_53
636,ze_city_2025_749
637,aim_school_pro_605
638,ar_office_v3_504
639,cs_airport_2024_840
640,surf_mirage_pro_914
641,ze_factory_final_784
642,fy_stadium_pro_208
643,fy_overpass_alpha_152
644,bhop_bank_2025_877
645,fy_house_595
646,de_school_807
647,ze_warehouse_beta_32
648,ar_dust_880
649,fy_jungle_ce_729
650,surf_hospital_2024_527
651,aim_factory_pro_449
652,awp_tower_v3_453
653,cs_port_2024_604
654,surf_airport_classic_94
655,cs_jungle_remake_754
656,awp_factory_final_959
657,kz_city_classic_838
658,bhop_school_beta_19
659,ar_fire_final_583
660,cs_tower_beta_551
661,ar_school_final_909
662,kz_dust_beta_384
663,aim_airport_beta_557
664,surf_desert_pro_453
665,de_ice_v3_772
666,de_dust_alpha_424
667,de_house_remake_846
668,aim_mall_2025_324
669,surf_mirage_ce_306
670,cs_warehouse_remake_22
671,de_cobble_v2_82
672,aim_tuscan_classic_912
673,bhop_stadium_2025_74
674,surf_factory_beta_140
675,bhop_mirage_final_308
676,kz_city_test_864
677,bhop_house_2025_891
678,ze_hospital_test_708
679,ar_bunker_2024_443
680,fy_mirage_pro_713
681,de_vertigo_classic_73
682,kz_bridge_pro_610
683,ze_fire_beta_761
684,fy_ancient_test_931
685,aim_city_alpha_481
686,aim_bunker_test_283
687,ze_hospital_test_312
688,cs_hospital_ce_28
689,aim_warehouse_2024_244
690,kz_factory_final_199
691,aim_warehouse_updated_508
692,kz_mirage_updated_351
693,kz_city_alpha_920
694,fy_hospital_577
695,ar_season_test_887
696,fy_airport_fixed_130
697,ze_jungle_pro_600
698,ze_cobble_beta_521
699,fy_castle_v3_408
700,surf_inferno_beta_636
701,cs_anubis_fixed_935
702,fy_factory_remake_377
703,cs_bunker_v3_481
704,fy_museum_classic_929
705,kz_city_test_819
706,bhop_nuke_classic_713
707,ze_santorini_updated_382
708,ze_tuscan_remake_820
709,kz_santorini_2025_521
710,aim_anubis_v2_722
711,kz_jungle_v2_578
712,cs_bunker_alpha_203
713,bhop_castle_test_963
714,surf_anubis_ce_114
715,awp_jungle_2024_455
716,fy_ancient_2024_131
717,cs_stadium_fixed_768
718,fy_mall_fixed_260
719,bhop_jungle_test_889
720,fy_stadium_final_584
721,de_dust_v2_513
722,awp_dust_ce_504
723,kz_warehouse_beta_220
724,fy_port_classic_355
725,fy_port_classic_445
726,ar_jungle_fixed_438
727,bhop_inferno_v2_240
728,aim_office_v2_525
729,surf_overpass_v2_964
730,ar_ancient_2024_536
731,surf_stadium_test_895
732,bhop_factory_pro_554
733,aim_warehouse_alpha_383
734,de_cache_classic_152
735,awp_mirage_beta_48
736,cs_castle_v3_294
737,kz_ancient_classic_388
738,fy_bunker_2025_245
739,bhop_port_v2_765
740,de_tower_remake_380
741,de_bridge_ce_712
742,fy_ice_2024_62
743,ar_mirage_ce_165
744,kz_cache_2025_322
745,awp_city_classic_37
746,bhop_dust_final_235
747,surf_santorini_ce_547
748,kz_office_ce_340
749,bhop_city_alpha_795
750,de_warehouse_2025_240
751,awp_stadium_2025_23
752,fy_factory_v2_238
753,awp_nuke_2025_238
754,surf_house_v2_754
755,ze_fire_updated_274
756,awp_jungle_ce_971
757,de_jungle_final_613
758,aim_city_beta_329
759,bhop_overpass_final_640
760,ar_house_remake_249
761,fy_city_pro_495
762,ar_port_alpha_947
763,ar_inferno_final_434
764,bhop_castle_306
765,ar_desert_v3_601
766,ze_overpass_beta_609
767,cs_mirage_remake_85
768,aim_city_remake_574
769,awp_vertigo_updated_316
770,de_overpass_2025_878
771,ar_bridge_v3_52
772,ze_dust_v3_246
773,cs_airport_2025_58
774,awp_jungle_alpha_265
775,surf_school_463
776,ar_hospital_2025_125
777,cs_season_874
778,fy_mirage_v2_855
779,kz_house_final_667
780,kz_ice_pro_509
781,kz_nuke_2024_606
782,cs_warehouse_test_341
783,fy_port_alpha_728
784,ar_mall_fixed_519
785,surf_dust_867
786,awp_bank_2025_762
787,bhop_airport_final_133
788,bhop_school_2025_287
789,aim_season_v2_713
790,fy_cache_2025_708
791,awp_castle_ce_336
792,surf_overpass_2024_647
793,kz_train_pro_163
794,fy_ice_v3_669
795,de_museum_fixed_452
796,kz_inferno_v2_506
797,fy_vertigo_2024_672
798,kz_museum_fixed_805
799,kz_season_338
800,bhop_tuscan_classic_720
801,awp_bank_fixed_962
802,aim_ancient_remake_890
803,cs_season_v2_863
804,cs_school_updated_393
805,fy_hospital_alpha_591
806,fy_jungle_2025_952
807,bhop_school_ce_390
808,surf_ice_updated_440
809,cs_stadium_2025_833
810,de_anubis_v2_726
811,kz_nuke_2024_147
812,ar_season_updated_88
813,bhop_train_fixed_213
814,aim_santorini_v3_655
815,awp_office_v3_686
816,awp_overpass_2024_304
817,ar_inferno_v3_944
818,kz_overpass_alpha_166
819,surf_fire_2025_729
820,awp_cache_pro_94
821,awp_anubis_92
822,awp_mirage_classic_685
823,kz_mirage_2025_574
824,kz_castle_pro_507
825,ze_office_pro_534
826,kz_school_final_567
827,cs_cobble_beta_112
828,kz_castle_pro_644
829,aim_office_2024_763
830,de_port_ce_157
831,cs_jungle_test_483
832,aim_cobble_remake_941
833,ze_nuke_classic_55
834,ar_bridge_beta_685
835,surf_jungle_pro_850
836,awp_santorini_ce_15
837,bhop_inferno_final_943
838,fy_office_alpha_213
839,de_fire_classic_583
840,awp_hospital_v3_861
841,bhop_cache_349
842,surf_jungle_v2_180
843,aim_dust_updated_33
844,aim_ice_2024_867
845,aim_bank_beta_917
846,bhop_santorini_2025_217
847,bhop_tuscan_v2_462
848,surf_warehouse_remake_675
849,awp_overpass_v3_996
850,fy_nuke_ce_414
851,cs_overpass_v2_815
852,ar_mirage_final_281
853,cs_nuke_2025_201
854,bhop_train_190
855,fy_tower_remake_498
856,kz_desert_v3_691
857,cs_factory_2024_252
858,bhop_hospital_v3_711
859,ar_port_remake_71
860,fy_fire_final_184
861,bhop_hospital_fixed_149
862,fy_port_fixed_1
863,cs_desert_test_753
864,de_jungle_ce_619
865,surf_stadium_2025_36
866,de_office_classic_955
867,cs_mall_966
868,cs_vertigo_2024_930
869,cs_inferno_v3_967
870,aim_city_v3_845
871,surf_jungle_ce_988
872,kz_warehouse_379
873,aim_house_2024_689
874,aim_desert_alpha_341
875,cs_cache_test_351
876,awp_tuscan_2025_87
877,de_school_final_240
878,aim_school_fixed_247
879,bhop_ice_classic_648
880,fy_mall_2024_715
881,kz_house_pro_99
882,fy_stadium_749
883,awp_school_remake_473
884,ar_fire_ce_990
885,de_jungle_final_272
886,aim_mirage_test_5
887,de_fire_fixed_693
888,fy_overpass_final_789
889,cs_nuke_final_966
890,de_mirage_953
891,cs_mall_794
892,bhop_mall_ce_755
893,aim_factory_v3_606
894,ar_school_pro_827
895,kz_port_2025_587
896,surf_mall_v3_77
897,ar_school_alpha_385
898,ze_hospital_ce_517
899,ar_airport_updated_728
900,awp_jungle_ce_156
901,ze_school_2024_55
902,cs_mall_ce_871
903,surf_desert_fixed_43
904,cs_cobble_v2_446
905,de_tower_2024_965
906,awp_dust_final_8
907,aim_cobble_test_625
908,awp_fire_classic_834
909,aim_desert_classic_451
910,de_inferno_updated_546
911,awp_inferno_2025_745
912,aim_ice_updated_601
913,awp_bunker_2025_551
914,ze_bridge_v3_970
915,ze_overpass_v2_495
916,ze_stadium_pro_851
917,aim_office_beta_237
918,cs_castle_pro_62
919,ze_season_v3_58
920,bhop_office_ce_201
921,kz_desert_beta_66
922,ar_season_356
923,cs_tuscan_pro_496
924,kz_airport_alpha_45
925,aim_jungle_fixed_728
926,surf_nuke_test_549
927,surf_airport_final_77
928,de_tower_test_130
929,awp_santorini_ce_152
930,aim_bridge_v2_542
931,de_train_pro_804
932,ar_anubis_beta_447
933,ze_santorini_final_337
934,bhop_mall_2025_134
935,aim_house_336
936,aim_castle_v3_726
937,de_factory_v2_741
938,cs_inferno_test_293
939,kz_city_v2_589
940,aim_mall_alpha_391
941,surf_warehouse_v2_795
942,ze_school_v3_86
943,bhop_dust_remake_428
944,de_jungle_updated_673
945,fy_fire_remake_674
946,aim_santorini_updated_650
947,cs_inferno_pro_146
948,kz_house_v2_675
949,cs_port_final_512
950,surf_house_fixed_274
951,cs_anubis_fixed_89
952,kz_ancient_remake_605
953,bhop_jungle_classic_252
954,fy_tower_beta_926
955,cs_cobble_pro_381
956,bhop_bunker_remake_45
957,ze_airport_alpha_525
958,awp_santorini_fixed_583
959,bhop_bunker_test_658
960,aim_bunker_2025_263
961,de_vertigo_classic_137
962,kz_hospital_classic_43
963,ze_tower_updated_111
964,aim_school_final_538
965,awp_fire_test_962
966,ze_season_2025_93
967,ze_tower_v3_754
968,ze_office_pro_460
969,kz_anubis_pro_719
970,fy_cache_v3_579
971,ar_port_pro_72
972,de_nuke_alpha_282
973,surf_inferno_updated_732
974,aim_ice_2025_8
975,de_dust_2024_522
976,ze_dust_2024_75
977,bhop_anubis_remake_183
978,awp_cache_v2_588
979,cs_office_remake_289
980,ze_season_v2_675
981,awp_office_2025_71
982,surf_museum_fixed_867
983,bhop_anubis_2024_377
984,fy_office_beta_864
985,de_cache_2025_978
986,kz_jungle_updated_782
987,ar_museum_v2_820
988,bhop_museum_409
989,bhop_warehouse_v2_76
990,de_bunker_731
991,ar_tower_beta_836
992,ze_inferno_2025_335
993,kz_ice_2024_844
994,cs_jungle_pro_87
995,aim_anubis_2025_349
996,kz_museum_final_698
997,cs_mall_final_812
998,kz_castle_alpha_853
999,ze_bunker_alpha_528
1000,awp_school_ce_898
1001,fy_hospital_updated_73
1002,fy_tuscan_alpha_193
1003,ar_jungle_final_452
1004,aim_warehouse_alpha_761
1005,awp_desert_beta_38
1006,cs_mirage_v2_321
1007,de_anubis_fixed_180
1008,fy_overpass_v3_435
1009,awp_train_test_245
1010,de_season_updated_129
1011,kz_bunker_classic_174
1012,awp_bunker_test_824
1013,ze_school_ce_637
1014,bhop_inferno_final_947
1015,kz_airport_remake_837
1016,surf_warehouse_final_397
1017,aim_inferno_updated_73
1018,ar_dust_classic_873
1019,ze_tuscan_alpha_564
1020,awp_vertigo_508
1021,cs_dust_alpha_567
1022,fy_ancient_354
1023,fy_airport_2024_179
1024,ze_hospital_2025_761
1025,bhop_inferno_final_603
1026,ar_mirage_2024_348
1027,de_castle_2024_583
1028,cs_tuscan_test_1
1029,kz_nuke_pro_193
1030,ar_train_75
1031,awp_warehouse_pro_401
1032,fy_overpass_992
1033,awp_school_2025_425
1034,bhop_stadium_pro_559
1035,aim_dust_beta_256
1036,bhop_desert_203
1037,aim_season_424
1038,awp_bunker_final_996
1039,surf_hospital_classic_386
1040,fy_warehouse_v3_192
1041,de_overpass_beta_690
1042,surf_dust_v2_467
1043,ze_nuke_test_196
1044,ar_ice_updated_149
1045,bhop_santorini_474
1046,kz_jungle_385
1047,kz_anubis_2025_820
1048,bhop_vertigo_852
1049,ar_inferno_v3_320
1050,ar_city_v2_466
1051,surf_castle_2025_686
1052,aim_santorini_test_109
1053,ar_anubis_ce_355
1054,surf_factory_alpha_291
1055,bhop_dust_pro_279
1056,aim_ice_updated_451
1057,fy_santorini_2024_521
1058,surf_inferno_337
1059,ze_cobble_test_312
1060,bhop_desert_ce_365
1061,kz_bridge_final_533
1062,surf_season_v3_248
1063,cs_season_pro_295
1064,fy_train_classic_258
1065,fy_factory_pro_140
1066,surf_bunker_pro_731
1067,de_factory_beta_502
1068,de_mirage_final_144
1069,de_overpass_v2_273
1070,ze_tuscan_2025_557
1071,ar_fire_remake_614
