arma_id,nome,tipo
242,CheyTac-Urban_9155,Pistol
243,Remington-Camo_7556,Shotgun
244,Spas-Camo_3058,SMG
245,Barrett-Tactical_53,Grenade
246,UMP-Custom_2268,Sniper
247,P90-Diamond_4459,Rifle
248,AK-Desert_5972,Sniper
249,Intervention-Carbon_5990,Sniper
250,Spas-S_7366,Grenade
251,DSR-SD_5922,Equipment
252,Uzi-Gold_5991,Grenade
253,HK-Carbon_820,Shotgun
254,AWP-Gold_1346,Rifle
255,L96-Elite_1161,Sniper
256,MP7-A4_9557,Grenade
257,Famas-Short_6161,Pistol
258,Deagle-Gold_2777,Rifle
259,Remington-Gold_4472,Heavy
260,UMP-Silenced_7513,Pistol
261,AK-Carbon_9438,Shotgun
262,SG-A4_9492,Heavy
263,Thompson-A4_5478,Sniper
264,Beretta-A1_6482,Pistol
265,L96-Pro_8952,Shotgun
266,UMP-A4_5658,Sniper
267,Magnum-SD_2479,Grenade
268,Galil-Gold_1560,Grenade
269,M16-Long_1133,Pistol
270,Mac-Elite_2808,SMG
271,Magnum_2623,Heavy
272,Benelli-Diamond_4481,Grenade
273,AK-Elite_7955,Sniper
274,Thompson-Short_2138,Rifle
275,Famas-A1_1540,Shotgun
276,Spas-A1_6728,SMG
277,CheyTac-S_9250,Heavy
278,G36-Silenced_3433,Equipment
279,CheyTac-Camo_8616,Rifle
280,AA12-A4_5118,Heavy
281,L96-Tactical_4681,Shotgun
282,UMP-Desert_5016,Pistol
283,Beretta-Pro_7854,Pistol
284,Benelli-Short_4396,Sniper
285,Remington-Compact_8481,Shotgun
286,Famas-Silenced_5551,Equipment
287,Kriss-Pro_1167,SMG
288,AA12-Camo_2923,Equipment
289,DSR-Custom_605,Sniper
290,R8-Elite_4449,Heavy
291,Uzi-Custom_1674,Sniper
292,DSR-Long_8865,Grenade
293,MP7-Elite_9469,Rifle
294,AA12-Compact_3929,SMG
295,UMP-Long_9412,Grenade
296,Barrett-Custom_2456,Shotgun
297,SCAR-Elite_2266,Sniper
298,Intervention-Diamond_3704,SMG
299,M4-Carbon_4486,Rifle
300,Remington-Carbon_23,Grenade
301,Benelli-Urban_3303,Rifle
302,SCAR-Urban_3038,Heavy
303,MP7-Long_1471,Rifle
304,AWP-A4_4697,SMG
305,AUG-Silver_1298,Rifle
306,L96-Pro_1598,Equipment
307,SCAR-Desert_6118,Shotgun
308,Famas-Urban_3809,Shotgun
309,G36-Carbon_3719,Rifle
310,AWP-Carbon_7737,Sniper
311,MP7-Carbon_4678,Grenade
312,Deagle-A4_8758,Shotgun
313,Sig-Urban_2227,Shotgun
314,Deagle-Desert_293,SMG
315,Kriss-A1_6189,Grenade
316,CheyTac-Compact_5350,Pistol
317,Python_7904,Heavy
318,AA12-Custom_8410,Heavy
319,Beretta-Silver_3494,Rifle
320,UMP-Pro_9808,Shotgun
321,L96-Custom_1009,Heavy
322,Benelli-Gold_4280,Grenade
323,Famas-Silenced_1591,Pistol
324,Beretta-Short_1685,Equipment
325,SG-Silenced_914,Sniper
326,MP9-Custom_9202,Sniper
327,Uzi-Gold_3502,Shotgun
328,Magnum-Camo_5554,Sniper
329,Beretta-S_2817,Grenade
330,Kriss-Camo_9168,SMG
331,Sig-Desert_3070,Heavy
332,Barrett_6161,Grenade
333,Famas-Silenced_5774,Equipment
334,CheyTac-Short_4299,Grenade
335,R8-S_2197,Shotgun
336,Remington-Carbon_1910,Shotgun
337,AWP-Diamond_4920,Grenade
338,Glock-Desert_8921,SMG
339,M4-Long_902,Pistol
340,Glock-Gold_2033,Equipment
341,AA12-S_5048,Sniper
342,Uzi-Diamond_7277,Heavy
343,AK-Tactical_4853,Pistol
344,MP5-Diamond_9256,Equipment
345,AK-Desert_1240,Heavy
346,DSR-A1_7480,Heavy
347,Glock-A4_6284,Shotgun
348,Magnum-Desert_7312,Heavy
349,Mac-Silver_7696,Equipment
350,Intervention_2884,Heavy
351,Python-A1_7663,SMG
352,Beretta-SD_547,Rifle
353,Mac-Diamond_1741,Rifle
354,MP5-Tactical_6406,Grenade
355,USP-SD_9445,Pistol
356,Barrett-Elite_7867,Equipment
357,Remington-Silenced_8660,Grenade
358,AUG-SD_9850,Shotgun
359,SG-Carbon_548,Sniper
360,Benelli-Elite_1695,Equipment
361,Python-Compact_8165,Heavy
362,Barrett-Silenced_914,Pistol
363,Deagle-Short_3738,Grenade
364,Kriss-Tactical_764,SMG
365,Barrett-Silver_6001,Grenade
366,UMP-Elite_4150,Equipment
367,Beretta-Gold_5381,Sniper
368,Mac-Elite_8409,Equipment
369,UMP-Custom_1832,Pistol
370,Kriss-A1_8127,Rifle
371,Uzi-Carbon_6777,SMG
372,L96-Carbon_6416,Pistol
373,USP-Desert_8345,Grenade
374,Intervention-Tactical_64,Rifle
375,Spas-Silenced_7286,Rifle
376,M4-Silver_107,Rifle
377,Beretta-Carbon_7327,Pistol
378,HK-S_2611,Grenade
379,MP7-A1_6779,SMG
380,Kriss-Silenced_1654,SMG
381,Mossberg-A4_5513,Shotgun
382,Kriss-Compact_8893,Pistol
383,Vector-Desert_2309,Pistol
384,R8-Compact_8382,Equipment
385,MP9-Desert_6188,Shotgun
386,UMP-Compact_458,Shotgun
387,SG-Custom_915,Rifle
388,Remington-SD_9971,Sniper
389,P90-A4_7762,Pistol
390,G36-Pro_704,SMG
391,MP5-Long_5558,Grenade
392,FAL-Desert_9212,Heavy
393,Uzi-Compact_1763,SMG
394,Spas-Long_9905,Sniper
395,CheyTac-S_4889,Rifle
396,MP9-Elite_780,Heavy
397,MP7-Pro_8728,Heavy
398,Python-Silver_996,Sniper
399,Python-Silver_5954,Pistol
400,USP-Custom_8209,Equipment
401,SG-Gold_2271,Grenade
402,Barrett-Camo_1506,Sniper
403,M4-Elite_8423,Pistol
404,Glock-Custom_1141,Heavy
405,MP5-Gold_2399,Grenade
406,Uzi-Custom_2501,Heavy
407,Mac_9180,Pistol
408,AA12-Silver_4722,Rifle
409,MP7-Silver_7479,Sniper
410,AK-Camo_4813,Rifle
411,Remington-Long_7527,Heavy
412,USP-Diamond_5880,Sniper
413,MP9-Long_2648,Shotgun
414,Beretta-A1_7692,Sniper
415,Glock-Carbon_8400,Grenade
416,Galil-Gold_6494,Shotgun
417,Intervention-Urban_2340,Sniper
418,MP9-Silver_5487,Shotgun
419,SCAR-Custom_5459,Pistol
420,Thompson-Gold_2216,Pistol
421,G36-Elite_1250,Shotgun
422,Galil-Tactical_4017,SMG
423,AK-Custom_8586,Sniper
424,M4-Silenced_3143,Sniper
425,SCAR_5409,Pistol
426,MP9-Diamond_2587,Heavy
427,Intervention-Silver_8802,Sniper
428,Mac-SD_1424,Shotgun
429,L96-Silenced_2603,Grenade
430,Intervention-Tactical_7995,Heavy
431,G36-A1_5056,SMG
432,Barrett-Diamond_1533,Rifle
433,MP9-Gold_4904,SMG
434,Spas-Camo_3621,Rifle
435,Sig-Urban_6344,Pistol
436,Kriss-Custom_3888,Shotgun
437,SCAR-Silenced_9489,Pistol
438,R8-A4_7082,Pistol
439,Kriss-Desert_386,Heavy
440,FAL_3163,Grenade
441,Mossberg-Camo_5459,Grenade
442,FAL-Urban_7475,Pistol
443,Kriss-Camo_5045,Heavy
444,Vector-A4_2068,Equipment
445,Kriss-Tactical_699,Shotgun
446,Kriss-Compact_1073,Sniper
447,Benelli-Pro_5320,Heavy
448,Glock-Compact_8875,Sniper
449,Galil-Tactical_2321,Sniper
450,R8-Desert_6721,Pistol
451,Magnum-Camo_9747,Rifle
452,G36-Silenced_2646,SMG
453,Magnum-SD_2706,Pistol
454,Deagle-Camo_2036,Shotgun
455,AK-S_3044,Sniper
456,Famas-Carbon_6505,Grenade
457,Intervention_8787,Heavy
458,AA12-S_1227,Rifle
459,Remington-Silver_1308,Rifle
460,Intervention-Short_4078,Rifle
461,Python-Long_4430,Shotgun
462,FAL-Silver_5255,SMG
463,MP5-Camo_7288,Pistol
464,P90-A4_8692,Pistol
465,MP5_7119,Grenade
466,M16-Diamond_3530,SMG
467,Magnum-SD_7079,Pistol
468,Remington-SD_4653,Grenade
469,Benelli-Silver_726,Grenade
470,AUG-A4_1069,Grenade
471,Magnum-Urban_8352,Shotgun
472,MP7-Custom_8597,Sniper
473,HK-Camo_695,Grenade
474,Famas-Diamond_6985,Grenade
475,MP7-Urban_2320,Sniper
476,Deagle-SD_9704,Pistol
477,MP7-Urban_9376,Shotgun
478,Deagle-Silver_4589,Shotgun
479,Sig-A4_3320,Shotgun
480,AUG-Tactical_6811,Equipment
481,Mossberg-Compact_3283,Sniper
482,M4-Carbon_6308,Equipment
483,SG-Desert_7354,Grenade
484,Mac-Tactical_8112,Equipment
485,M4-Short_1358,SMG
486,Barrett-Short_8361,Rifle
487,CheyTac-Gold_151,Heavy
488,AUG-Silver_9968,Equipment
489,Intervention-SD_2546,Shotgun
490,Sig-Carbon_5806,Sniper
491,SCAR-Elite_4167,Pistol
492,Deagle-Silver_6828,Heavy
493,L96-SD_3570,Grenade
494,L96-A1_2892,Sniper
495,SG-Silenced_709,Heavy
496,P90-A1_1977,Equipment
497,AWP-A4_1736,Pistol
498,M16-SD_3330,Equipment
499,FAL-Silver_4229,SMG
500,R8-SD_7264,Shotgun
501,SCAR-A4_9065,SMG
502,AUG-Urban_5386,Pistol
503,AUG-Short_2468,Equipment
504,Remington-Desert_3926,Equipment
505,R8-SD_9880,Sniper
506,USP-Carbon_3365,Heavy
507,Uzi-Compact_6074,Grenade
508,Remington-A1_3996,SMG
509,Galil-Pro_9391,Pistol
510,AA12-SD_3367,Sniper
511,M16-SD_2048,Heavy
512,Remington-Compact_2648,Sniper
513,Vector-A4_2313,Heavy
514,Famas-Compact_3250,Sniper
515,MP7-Elite_6948,Grenade
516,MP5-Custom_6666,Heavy
517,Sig-A4_2621,Equipment
518,Beretta-Long_9190,Sniper
519,G36-Tactical_3228,Shotgun
520,Sig-Camo_5066,Rifle
521,HK-Elite_8507,Rifle
522,Famas-Diamond_6837,Rifle
523,Glock_9250,Heavy
524,FAL-Gold_4594,Shotgun
525,M4-A4_8901,Shotgun
526,Kriss-Short_8020,Rifle
527,M16-Custom_1450,Sniper
528,DSR-Camo_6178,Rifle
529,MP9-Carbon_389,Pistol
530,Deagle-Silenced_4566,SMG
531,Famas-A4_7867,SMG
532,Deagle-Carbon_529,SMG
533,MP5-A4_3615,Grenade
534,SCAR-SD_6954,Grenade
535,Intervention-Silver_6560,Heavy
536,R8-Urban_6699,Pistol
537,P90-Compact_1998,Equipment
538,AUG-Diamond_5145,Grenade
539,G36-Compact_3925,SMG
540,M16-Gold_5108,Sniper
541,Intervention-Custom_3652,Rifle
542,AWP-Tactical_7642,Heavy
543,Remington-Pro_2910,SMG
544,Benelli_7037,Grenade
545,AK-A1_9196,Shotgun
546,Deagle-A1_9108,SMG
547,Galil-Camo_8226,SMG
548,Kriss-Tactical_8908,Sniper
549,Galil_5911,Grenade
550,HK_2999,Equipment
551,AK-SD_9855,Shotgun
552,Sig-Diamond_6042,SMG
553,Mossberg-Elite_361,Shotgun
554,AWP-Pro_2265,Pistol
555,Thompson-Custom_9950,Pistol
556,Beretta-SD_5629,SMG
557,G36-Elite_3145,Shotgun
558,AWP-Custom_3386,Shotgun
559,AUG-Diamond_1142,Heavy
560,DSR-Carbon_2740,Sniper
561,Benelli-Long_4669,Sniper
562,UMP-Pro_6294,Sniper
563,MP9-Silenced_7795,Grenade
564,Intervention-A1_8468,Equipment
565,HK-Carbon_8199,Pistol
566,CheyTac-SD_539,Rifle
567,Kriss-Short_6850,Shotgun
568,HK-Silver_196,SMG
569,SCAR-Desert_5068,Equipment
570,AK-Camo_3462,Pistol
571,Remington-Elite_6248,SMG
572,AUG-Carbon_3225,Rifle
573,AA12-Elite_5141,Pistol
574,P90-Short_7438,Heavy
575,Barrett-Elite_6410,Pistol
576,Benelli-Pro_6419,Sniper
577,Mossberg-Urban_4145,SMG
578,L96-Gold_1496,Equipment
579,Uzi-Long_9559,SMG
580,DSR-Silenced_916,Heavy
581,Barrett-Camo_5246,Shotgun
582,Magnum_5423,Shotgun
583,Vector-A1_9861,Pistol
584,Kriss-Desert_4699,Grenade
585,Uzi-Long_3575,Grenade
586,Kriss-Carbon_6056,Grenade
587,Mac-Camo_4532,Grenade
588,Spas-Long_9902,Heavy
589,Vector-Custom_6383,Rifle
590,M4-Camo_3717,Equipment
591,MP7-Custom_3990,Equipment
592,Galil-Custom_717,Pistol
593,P90-A4_445,Shotgun
594,SCAR-Compact_9349,Heavy
595,Beretta-SD_6846,Pistol
596,UMP-Carbon_9944,Pistol
597,MP9-A4_8576,Sniper
598,Barrett-Pro_5167,Grenade
599,UMP-Long_2033,Equipment
600,CheyTac-Long_3564,Rifle
601,Sig_1694,Heavy
602,HK-Short_7367,Sniper
603,HK-Silver_8473,Shotgun
604,Glock-Pro_8993,Pistol
605,Uzi-Urban_123,Pistol
606,Remington-Custom_988,Sniper
607,Deagle-Tactical_5722,Heavy
608,Mac-Desert_5443,Equipment
609,L96-A1_7818,Grenade
610,USP-Carbon_7663,SMG
611,Galil-Elite_6484,Heavy
612,Vector-SD_3213,Grenade
613,Vector-Elite_6092,Shotgun
614,Intervention-Short_1160,Pistol
615,MP5-Silver_1962,Pistol
616,AA12-Gold_8247,Shotgun
617,Magnum-Carbon_6010,SMG
618,SG-Carbon_4985,Heavy
619,Mossberg-Gold_6282,SMG
620,CheyTac-Silenced_8172,Heavy
621,DSR-Short_4023,Grenade
622,Sig-Compact_5351,Rifle
623,Remington_1595,Sniper
624,MP9-Urban_2773,Heavy
625,Benelli-Pro_3384,Rifle
626,Thompson-Long_2974,Sniper
627,USP-Compact_1279,Equipment
628,FAL-S_1120,Grenade
629,Famas-Carbon_1703,Grenade
630,P90-Custom_6627,Rifle
631,CheyTac-S_7475,Grenade
632,R8-A1_6954,Shotgun
633,Python-Elite_8713,Rifle
634,Mac-S_9173,Heavy
635,Mac-S_3032,Equipment
636,SG-Carbon_2778,Equipment
637,Beretta-Elite_1925,Shotgun
638,Famas-Silenced_6455,SMG
639,Vector-Long_3656,Heavy
640,Beretta-A4_1007,Heavy
641,R8-Desert_8664,Equipment
642,MP7-Tactical_7821,Pistol
643,MP5-A4_3624,Pistol
644,P90-Camo_7409,Rifle
645,AA12-Elite_7677,Sniper
646,Python-Urban_3486,Pistol
647,DSR-Gold_1605,Equipment
648,Mossberg-Elite_4506,Pistol
649,Famas-Gold_5262,Heavy
650,M16-Silenced_9188,Grenade
651,P90-Desert_7316,Equipment
652,G36-Urban_982,Heavy
653,Python-SD_771,Pistol
654,Remington-Diamond_4386,Grenade
655,MP5-S_2257,Rifle
656,Famas-Short_3294,SMG
657,Deagle-Pro_2264,Equipment
658,SG-Tactical_8186,Sniper
659,Galil-A4_5020,Sniper
660,Beretta-Long_9106,Grenade
661,Beretta-Custom_2741,Heavy
662,Vector_8823,Grenade
663,P90-Short_7010,Rifle
664,Sig-S_9838,SMG
665,Glock-Pro_3768,Equipment
666,Magnum-Elite_7096,Pistol
667,Sig-Short_6157,Sniper
668,Thompson-Elite_1096,Grenade
669,R8-A4_8796,Heavy
670,AA12-Compact_7409,Grenade
671,Uzi-Compact_6967,Sniper
672,Benelli-Diamond_1447,Equipment
673,MP9-Camo_2479,Sniper
674,Galil-Carbon_5333,Heavy
675,Famas_2521,Grenade
676,Glock-A4_951,Heavy
677,Thompson-Diamond_4051,SMG
678,Sig-Short_5596,Shotgun
679,HK_4005,Sniper
680,Glock-Urban_610,Equipment
681,Magnum-Long_9790,Grenade
682,CheyTac-Desert_2706,Equipment
683,Famas-Elite_5037,Grenade
684,M4-Elite_3109,Heavy
685,Glock-Tactical_8713,Shotgun
686,Spas-Custom_6165,Sniper
687,MP5-Urban_5950,Pistol
688,P90-Carbon_611,Grenade
689,HK-SD_8721,Rifle
690,Beretta-Compact_4521,Grenade
691,Beretta-Urban_9392,Heavy
692,SCAR-Urban_4840,Rifle
693,Mossberg-S_2807,Heavy
694,R8-A1_6238,Grenade
695,Remington-Silenced_7635,Equipment
696,G36-Elite_1706,SMG
697,P90-A4_9887,Pistol
698,Kriss-Tactical_2584,Heavy
699,Thompson-S_3608,Sniper
700,SCAR-A1_2581,Shotgun
701,AWP-Desert_1781,SMG
702,Barrett-Desert_5776,Shotgun
703,Vector-S_5945,SMG
704,Beretta-Carbon_7063,Heavy
705,Deagle-A1_9951,Shotgun
706,Magnum-S_4091,Sniper
707,Thompson-Urban_6880,Grenade
708,Galil-Compact_7239,SMG
709,AA12-Pro_727,Sniper
710,CheyTac-Urban_9693,SMG
711,Mac-A1_7595,Grenade
712,Spas-Silenced_9370,Pistol
713,Famas-SD_5606,Grenade
714,MP9-SD_2011,SMG
715,FAL-Diamond_5570,Shotgun
716,SCAR-A1_5232,Heavy
717,MP7-A1_4745,SMG
718,FAL-Long_1246,Rifle
719,UMP-Elite_6541,Heavy
720,L96-Carbon_3791,Rifle
721,Python-Custom_1966,Shotgun
722,Mossberg-Short_7028,SMG
723,CheyTac-Camo_4976,Pistol
724,Vector-Custom_8742,Grenade
725,AA12-Compact_2059,Rifle
726,HK-A4_7524,Sniper
727,Uzi-A1_1817,Pistol
728,Uzi-Silenced_8327,Heavy
729,Kriss-Carbon_3228,Heavy
730,AUG-Silenced_7146,SMG
731,Beretta-Desert_1198,Equipment
732,Spas-A1_3017,SMG
733,R8-A4_3839,Sniper
734,USP-Custom_2468,Rifle
735,R8-Pro_2012,Equipment
736,AWP-Short_7680,Heavy
737,DSR-Elite_3573,SMG
738,Intervention-Diamond_5412,SMG
739,Deagle-A4_8050,Heavy
740,USP-A1_608,Sniper
741,Spas-Gold_4316,Equipment
742,Sig_6598,Equipment
743,CheyTac-S_4007,Shotgun
744,Deagle-A1_5539,SMG
745,SCAR-A1_6225,Equipment
746,Glock-S_1690,Pistol
747,AA12-S_134,Rifle
748,Barrett-Tactical_3714,Sniper
749,M4-Desert_7054,Pistol
750,FAL-Elite_7466,Heavy
751,AA12-Elite_4678,Pistol
752,AK-SD_8874,Rifle
753,Sig-A1_1165,Sniper
754,CheyTac-Long_9724,Shotgun
755,M16-SD_9591,SMG
756,P90-Carbon_8286,Heavy
757,Beretta-A4_4449,Heavy
758,USP-S_1321,Sniper
759,MP9-S_2250,Grenade
760,HK-Carbon_9418,Shotgun
761,MP5-SD_3532,Shotgun
762,Mac-Desert_3736,Shotgun
763,Beretta-Short_349,Equipment
764,FAL-Long_8435,Pistol
765,Kriss-A1_1474,Heavy
766,Barrett-SD_8720,Sniper
767,Galil-Gold_941,Grenade
768,Beretta-Compact_8055,Grenade
769,M4-Gold_9704,Rifle
770,Magnum-Desert_1108,Grenade
771,AK-Camo_4312,Equipment
772,Glock-Tactical_9167,Grenade
773,UMP-Custom_8238,Equipment
774,USP-Short_6614,SMG
775,Intervention-Silenced_5932,Heavy
776,Benelli-Elite_8589,Sniper
777,G36-Custom_7995,Heavy
778,R8-SD_7320,Grenade
779,Galil-Elite_8458,SMG
780,Barrett-Camo_9581,Heavy
781,FAL-Compact_2010,Rifle
782,Vector-Camo_6109,Rifle
783,Uzi-Desert_7178,Grenade
784,Intervention-A4_1462,SMG
785,MP9-Silenced_3403,Grenade
786,Mossberg-S_3592,Pistol
787,Sig-Pro_4086,Rifle
788,USP_5182,Rifle
789,P90-A1_3368,Heavy
790,Vector-Pro_9322,Shotgun
791,Benelli-Urban_1990,Equipment
792,Mac-S_3895,SMG
793,SCAR-Tactical_6867,Equipment
794,G36-SD_5501,SMG
795,Deagle-A1_6750,Sniper
796,P90-A4_1467,Equipment
797,Galil-Tactical_8823,SMG
798,AUG-A4_1685,SMG
799,Intervention-Elite_3547,Heavy
800,Uzi-Silver_398,Rifle
801,Famas-Custom_7476,Pistol
802,AK-Desert_357,Pistol
803,USP-SD_7353,Shotgun
